release_date,original_title,vote_average
2009-10-16,La nana,6.8
1981-01-12,"Pruncul, petrolul şi ardelenii",0.0
1991-08-23,Defenseless,5.7
1991-12-18,Pyrates,0.0
2009-02-18,Nunta mută,7.0
1986-08-08,A Fine Mess,3.4
2003-05-02,Thomas Pynchon: A Journey Into the Mind of P.,0.0
2003-11-13,บุปผาราตรี,5.7
2009-04-27,Beautiful,4.6
2009-10-27,Stan Helsing,4.1
2007-08-15,Forgiven,0.0
1960-01-01,Peter Pan,7.3
1987-04-19,幼獣都市,7.1
1914-06-01,Cabiria,6.8
1940-03-23,Virginia City,5.4
1973-06-06,やさぐれ姐御伝　総括リンチ,6.6
1944-12-23,Together Again,6.5
1935-12-30,If You Could Only Cook,6.8
2008-08-22,Arn: Riket vid vägens slut,6.1
1967-08-12,日本のいちばん長い日,6.8
2013-11-25,Dante's Hell Animated,8.0
1974-08-02,Shriek of the Mutilated,5.3
2005-01-21,Four Eyed Monsters,6.0
2010-01-21,Extraordinary Measures,6.0
2010-01-15,Havukka-Ahon Ajattelija,6.3
1940-04-03,Too Many Husbands,7.2
2008-03-29,Der rote Baron,6.4
1984-04-04,Los santos inocentes,7.6
1935-11-22,Crime and Punishment,5.9
2008-09-06,More Than a Game,7.2
2009-09-29,Falling Up,5.2
2007-03-06,Zach Galifianakis: Live at the Purple Onion,7.3
2010-01-29,When in Rome,5.7
2010-01-29,Edge of Darkness,6.2
2004-11-14,Ethan Mao,3.7
1935-10-14,Charlie Chan in Shanghai,7.0
1924-09-23,Orlacs Hände,6.9
2007-11-29,神探,7.0
1992-10-01,El sol del membrillo,6.2
2009-10-16,Triangle,6.9
1997-08-24,Savršeni krug,6.9
1987-09-01,Rampage,6.5
1989-11-23,The Ambulance,6.0
1960-12-01,Cimarron,5.2
1935-12-25,Dangerous,6.8
1970-10-18,I Never Sang for My Father,6.4
1982-01-01,わが青春のアルカディア,6.7
2009-01-18,I Love You Phillip Morris,6.4
1987-05-19,Anne of Avonlea,8.0
2009-10-23,The Donner Party,5.0
2004-09-11,Meng ying tong nian,6.4
1992-07-24,Mistress,5.7
1993-01-01,Extreme Justice,6.3
2005-02-17,Solntse,6.6
1938-08-31,Vivacious Lady,6.0
2007-01-01,Escape from Suburbia: Beyond the American Dream,6.0
,Dead Ahead: The Exxon Valdez Disaster,5.0
2010-02-06,Temple Grandin,7.7
2008-07-23,Le Premier Jour du reste de ta vie,7.5
1988-09-14,Ich und Er,0.0
1954-11-16,Désirée,7.2
1978-05-19,Thank God It's Friday,4.6
1963-12-25,"Captain Newman, M.D.",5.3
2009-12-04,Serious Moonlight,5.2
2009-04-25,The House of the Devil,6.0
1937-01-30,Black Legion,6.4
2003-04-10,The Hero: Love Story of a Spy,5.0
2005-04-08,Lucky: No Time for Love,4.5
2009-05-14,Fish Tank,6.9
2000-10-27,मोहब्बतें,6.9
2008-01-20,Absurdistan,6.4
2006-12-01,Takva,7.7
1998-05-27,Rane,7.2
1993-08-07,Body Bags,5.7
1994-02-05,Hong Xi Guan: Zhi Shao Lin wu zu,6.3
2000-10-28,The Hound of the Baskervilles,6.4
2001-10-19,The Royal Scandal,5.3
2010-02-10,Valentine's Day,5.7
2010-02-11,The Wolfman,5.5
2009-02-06,Babysitter Wanted,5.3
2010-02-18,Shutter Island,7.8
2001-03-23,The Sign of Four,6.0
2002-10-27,The Case of the Whitechapel Vampire,3.8
2008-08-21,La mujer sin cabeza,5.8
1998-05-29,Yellow,0.0
2008-10-29,The Other End of the Line,6.1
2009-05-16,Bitch Slap,4.5
2008-09-04,$9.99,6.0
2009-09-14,Ondine,6.5
2009-05-18,1066,0.0
2009-03-01,The Steam Experiment,3.7
2009-04-03,Postia Pappi Jaakobille,6.8
1963-01-01,La boulangère de Monceau,6.4
2007-04-01,Persuasion,7.1
2009-09-18,Flickan som lekte med elden,6.9
2006-08-21,Steal This Film,5.0
2010-02-01,Percy Jackson & the Olympians: The Lightning Thief,6.0
2010-02-26,Cop Out,5.3
1966-06-01,Mademoiselle,7.3
2009-09-25,Trailer Park Boys: Countdown to Liquor Day,7.0
2010-02-12,The Ghost Writer,6.7
1970-01-01,Darling Lili,4.9
2009-02-09,The Secret of Kells,7.3
2009-01-17,The Vicious Kind,6.4
1969-01-01,The Secret of Santa Vittoria,6.1
2010-01-15,The Spy Next Door,5.5
2009-09-25,I Hope They Serve Beer in Hell,5.7
1950-05-19,Caged,6.7
1945-09-10,The House on 92nd Street,5.2
2010-02-01,Blood Done Sign My Name,6.0
1953-11-06,Thérèse Raquin,6.3
2005-09-17,Mysterious Island,4.9
2009-11-13,Dare,5.6
2009-05-17,Agora,6.9
1958-12-24,Tom Thumb,6.2
2008-01-01,Singh Is Kinng,5.3
2009-01-21,Motherhood,4.8
2008-10-18,Shades of Ray,6.5
2009-03-22,新宿事件,6.7
2009-02-07,High Life,6.1
2009-02-18,Banlieue 13 - Ultimatum,6.0
2007-07-07,Rockaway,5.8
2010-02-03,Fast Lane,4.2
2010-02-26,Sukunsa viimeinen,5.0
2009-01-18,The Yes Men Fix the World,7.0
1955-03-04,Pekka ja Pätkä puistotäteinä,4.0
2001-09-28,Mike Bassett: England Manager,7.2
2010-02-26,The Crazies,6.2
2010-02-04,Dear John,6.6
2009-06-06,Gui tu lie che,6.8
2010-01-14,Tooth Fairy,5.2
2008-10-31,Of Time and the City,7.4
2001-09-06,"La Commune (Paris, 1871)",6.1
1971-12-13,Джентльмены удачи,7.4
2007-12-26,Eden Log,4.8
2007-10-27,Trap,5.0
2005-09-10,Isolation,5.6
2007-10-07,La Habitación de Fermat,6.6
2007-09-02,Sous les bombes,7.0
2009-09-15,[REC]²,6.5
2009-08-11,Cabin Fever 2: Spring Fever,4.4
2003-06-27,The Room,4.3
2000-08-08,Killer Bean 2: The Party,0.0
1961-03-09,Tulipunainen kyyhkynen,7.0
1968-12-20,Asfalttilampaat,7.0
1984-12-30,Lars i porten,0.0
2010-02-12,My Name Is Khan,7.7
2010-03-03,Alice in Wonderland,6.4
2009-06-17,Panique au village,7.4
2010-03-11,Green Zone,6.4
1935-08-09,The Call of the Wild,6.0
2009-10-08,44 Inch Chest,6.0
1964-03-24,The Fall of the Roman Empire,6.0
2009-09-17,Ajami,6.8
2010-02-05,From Paris with Love,6.2
1955-07-12,Strategic Air Command,6.1
1971-12-16,The Boy Friend,6.7
2009-08-11,Road Trip: Beer Pong,5.3
2009-02-22,Zone of the Dead,4.7
2009-09-09,Dorian Gray,5.8
1980-10-01,That Sinking Feeling,6.9
1962-11-21,Taras Bulba,6.5
2010-03-26,Greenberg,6.0
1976-11-12,Two-Minute Warning,6.3
2009-01-16,Brooklyn's Finest,6.2
2010-03-11,She's Out of My League,5.9
2009-11-11,Harry Brown,6.7
2008-01-01,The Dead Outside,3.5
2008-01-20,The Mysteries of Pittsburgh,3.6
2007-01-18,두번째 사랑,5.1
2010-03-12,Remember Me,6.9
2001-04-28,파이란,7.0
2002-04-03,Teenage Caveman,3.4
1972-01-11,The Night Stalker,7.1
2009-01-01,Skeleton Crew,4.1
1963-01-01,The Cool World,4.3
1993-05-14,Posse,5.3
2008-10-07,Joy Ride 2: Dead Ahead,5.2
2008-08-30,Vinyan,4.6
2008-09-09,The Burrowers,5.4
2007-01-01,MR 73,6.1
2010-02-05,Frozen,5.9
1940-05-25,Torrid Zone,8.0
2009-01-01,ZMD: Zombies of Mass Destruction,4.7
2009-01-01,The Carter,6.9
2008-07-25,ルパン三世 sweet lost night ～魔法のランプは悪夢の予感～,5.7
1971-01-15,Lo strano vizio della Signora Wardh,7.7
1996-12-20,Generation X,4.0
1967-12-01,Lapualaismorsian,8.0
1960-10-17,Djävulens öga,6.4
2010-05-06,Survival of the Dead,4.7
1944-10-15,Sellaisena kuin sinä minut halusit,7.0
1966-10-20,Käpy selän alla,4.5
2010-01-01,Nine Dead,5.1
2009-03-14,Will Ferrell: You're Welcome America - A Final Night with George W. Bush,6.6
1939-12-30,Invisible Stripes,6.5
2008-10-06,Little Ashes,6.1
2010-03-12,Our Family Wedding,5.7
2010-03-16,The Bounty Hunter,5.6
2009-01-01,Dead Man Running,6.2
2009-09-13,Leaves of Grass,5.9
2009-11-13,Women in Trouble,5.2
2009-06-26,Afghan Star,6.6
1951-05-05,I Was a Communist for the FBI,4.5
1986-05-14,Combat Shock,6.4
2004-01-02,Il cartaio,4.7
1929-11-23,The Hollywood Revue of 1929,4.6
2008-11-20,Haunted Echoes,4.3
2009-07-16,Possession,5.2
1987-11-02,Deadly Prey,5.5
1945-10-18,The Seventh Veil,5.2
1962-03-30,Mondo Cane,6.6
1954-08-25,The Egyptian,6.0
1947-05-01,The Egg and I,7.1
1948-12-01,Brass Monkey,5.5
1961-09-01,The Frightened City,6.5
1966-10-21,"Qui êtes-vous, Polly Maggoo?",7.8
2008-10-23,Nordwand,7.4
2010-03-18,Repo Men,6.2
1974-04-11,The Apprenticeship of Duddy Kravitz,6.6
1958-02-20,The Brothers Karamazov,6.8
1958-12-11,The Buccaneer,5.8
1946-01-01,Levoton veri,5.0
2009-08-13,Case 39,6.1
2009-06-05,After Last Season,2.0
2008-04-08,Guest of Cindy Sherman,5.0
2009-02-20,Delhi 6,5.6
2009-10-17,Oceans,7.3
2009-06-26,New York,6.3
2009-01-01,The Slammin' Salmon,6.3
1972-08-04,Il tuo vizio è una stanza chiusa e solo io ne ho la chiave,6.5
2001-04-23,Cookers,6.0
2010-03-26,Hot Tub Time Machine,5.9
2009-03-25,Chloe,5.9
2001-10-25,Blackwoods,2.1
1970-10-05,Trash,4.8
2008-06-27,Дзифт,5.2
1926-12-25,Flesh and the Devil,7.9
2009-05-28,마더,7.6
2010-03-05,How to Train Your Dragon,7.5
1992-10-01,Tom and Jerry: The Movie,5.6
2009-02-10,درباره الی‎‎,7.3
2005-12-29,왕의 남자,6.9
2008-12-05,Extreme Movie,3.8
2007-01-01,Dark Mirror,4.5
1985-11-06,"You're a Good Man, Charlie Brown",5.9
2009-10-01,Universal Soldier: Regeneration,5.2
2005-05-27,Bunty Aur Babli,6.4
1944-08-01,The Pearl of Death,6.9
1995-01-01,Lumière et compagnie,6.9
2009-02-09,Der Knochenmann,7.4
2007-05-19,Scar,5.2
2009-06-27,I Hate Valentine's Day,5.0
2005-11-18,Žižek!,6.3
2002-07-26,ルパン三世 EPISODE:0 ファーストコンタクト,5.9
2009-11-27,Yuki & Nina,5.5
2009-09-26,空気人形,6.6
1956-10-26,Calle Mayor,7.9
2000-12-22,"Komm, süßer Tod",7.4
1993-10-07,Indien - der Film,8.4
2009-10-28,Micmacs à tire-larigot,6.8
2010-04-01,Clash of the Titans,5.6
1996-10-31,Rockabilly Vampire,4.0
2005-10-09,Miss Météo,6.0
1953-12-19,Crin blanc: Le cheval sauvage,6.4
2010-01-29,Growth,5.1
1969-03-14,Spalovač mrtvol,8.0
2009-09-12,Defendor,6.5
2010-01-23,Bass Ackwards,4.9
2001-03-29,One 2 Ka 4,5.3
2002-09-19,Shakti: The Power,5.0
2009-11-20,Glorious 39,5.3
2010-03-22,Kick-Ass,7.1
2007-09-28,Varg Veum - Bitre blomster,5.8
2008-04-04,Varg Veum - Falne engler,6.9
2003-06-12,Chalte Chalte,6.2
2009-01-19,Five Minutes of Heaven,6.6
1959-03-13,The Hanging Tree,5.8
1936-09-26,Cain and Mabel,8.0
1974-09-01,Swastika,5.2
1995-07-28,Karan Arjun,6.6
2010-04-08,Date Night,5.9
1991-06-27,The Pit and the Pendulum,5.7
2005-12-05,Kronk's New Groove,6.0
1970-02-19,Hexen bis aufs Blut gequält,5.8
1978-12-08,The Brink's Job,6.4
2010-04-09,After.Life,5.4
2008-04-13,Camille,6.1
1955-07-22,The Virgin Queen,7.8
1958-05-07,The Sheepman,6.0
2009-06-12,Sex Positive,0.0
2006-10-06,Love's Abiding Joy,5.8
2002-08-11,Spiderman: The Ultimate Villain Showdown,5.2
2009-09-01,Terry Fator: Live from Las Vegas,3.0
1931-09-26,Five Star Final,4.2
2008-01-21,Downloading Nancy,5.2
2008-04-26,お姉チャンバラ THE MOVIE,5.1
1932-09-23,Movie Crazy,4.7
1939-03-11,The Oklahoma Kid,5.7
2009-04-24,Don McKay,5.4
2009-11-03,Taqwacore: The Birth of Punk Islam,6.0
2007-01-16,Grim Reaper,2.0
2010-03-26,Miesten vuoro,6.9
2003-02-07,La Gran aventura de Mortadelo y Filemón,5.4
2007-02-17,Angel,5.3
2007-01-01,American Drug War: The Last White Hope,5.8
2010-01-28,The Final,5.6
2010-04-20,Peacock,5.9
1914-11-14,Tillie's Punctured Romance,6.6
2010-03-19,The Runaways,6.3
2007-12-28,Steal This Film II,6.3
1991-05-01,Carne,7.0
1969-09-28,Porcile,7.4
2008-10-04,Rembrandt's J'Accuse...!,8.5
2006-09-15,Cum mi-am petrecut sfârșitul lumii,5.8
1958-07-31,It! The Terror from Beyond Space,6.2
2000-06-13,Promenons-nous dans les bois,3.3
2006-03-09,데이지,7.0
2008-08-22,海角七號,6.5
1945-12-28,Tora no o wo fumu otokotachi,6.4
2004-11-26,Juoksuhaudantie,7.0
2007-01-01,Oh Happy Day,3.7
2009-01-01,The Black Waters of Echo's Pond,5.1
1944-04-13,一番美しく,5.3
1984-04-19,Razorback,5.6
2007-01-01,The Education of Charlie Banks,6.0
2010-03-19,Cooking With Stella,6.0
2008-01-01,Until the Light Takes Us,6.6
2009-07-07,Angel of Death,5.1
1932-12-08,A Farewell to Arms,6.2
1945-12-11,Caesar and Cleopatra,6.6
2007-09-11,Free Rainer - Dein Fernseher lügt,6.9
1970-10-25,When Dinosaurs Ruled the Earth,5.1
2009-09-05,Waking Sleeping Beauty,7.4
2008-12-28,Affinity,6.3
1961-12-28,The Roman Spring of Mrs. Stone,7.4
2008-01-01,Wild China,7.1
2007-01-01,The Case for Christ,3.0
2009-01-01,The Ascent of Money,6.1
1968-09-19,Hot Millions,5.9
1942-09-25,Desperate Journey,7.0
2010-04-15,Death at a Funeral,5.5
2009-09-04,Valhalla Rising,5.9
1983-12-01,Sahara,6.0
2010-03-19,Diary of a Wimpy Kid,5.9
2009-07-24,Skin,6.8
2002-05-24,Hum Tumhare Hain Sanam,4.8
1941-06-14,Out of the Fog,5.7
1955-11-04,The Tender Trap,6.1
1953-08-10,The Caddy,5.7
1944-06-01,Hotel Reserve,6.3
1951-06-01,Hell Is Sold Out,6.0
2007-05-08,The Union: The Business Behind Getting High,7.2
1951-12-21,Decision Before Dawn,5.6
2009-09-05,Io sono l'amore,6.9
2009-10-27,Circle of Eight,3.6
2008-08-26,Ballet Shoes,6.3
2008-09-06,Disgrace,6.0
2009-03-01,For the Love of Movies: The Story of American Film Criticism,5.0
1987-05-27,Aria,6.2
1978-09-07,The Silent Partner,6.9
2007-04-27,Normal Adolescent Behavior,4.9
2005-11-30,L'Enfer,6.3
2010-01-01,LEGO: The Adventures of Clutch Powers,5.1
2009-10-03,American Virgin,4.6
2009-06-01,Κυνόδοντας,6.9
2008-01-01,Genova,5.4
2009-04-22,南京!南京!,7.6
1988-09-28,Scarecrows,5.4
1975-08-20,La Bête,5.8
2001-02-10,Don's Plum,6.3
2003-01-29,Huset vid vägens ände,6.0
2009-12-13,The Dunwich Horror,2.6
1982-04-17,Tenkôsei,5.0
1991-05-10,Futari,0.0
2010-01-25,As Good As Dead,4.9
2007-06-02,ばんざい! / 監督・ばんざい!,6.2
2008-09-20,アキレスと亀,6.8
1999-07-04,The Moment After,4.5
2009-10-09,Bananas!*,5.6
1951-10-05,Texas Carnival,0.0
2010-04-23,The Losers,6.2
2009-10-24,Tenure,6.1
1972-12-17,Panda kopanda,6.4
2010-03-31,The Last Song,7.0
1983-05-27,Chained Heat,4.6
2010-06-18,Cyrus,6.1
2009-04-26,The Human Centipede (First Sequence),4.9
1923-11-23,The Ten Commandments,7.0
1943-08-14,This Is the Army,8.3
1999-11-26,黑暗之光,7.3
2002-09-20,美麗時光,7.0
1972-06-23,Ben,4.4
1934-06-08,Operator 13,3.5
2010-01-24,Exit Through the Gift Shop,7.6
1961-11-16,Summer and Smoke,5.8
1969-07-26,Kôiki bôryoku: ryuuketsu no shima,3.8
1970-09-01,Stray Cat Rock: Sex Hunter,6.4
2008-11-21,Julia Sweeney - Letting Go of God,8.4
1941-05-14,King of the Zombies,5.3
1960-02-19,The Last Voyage,5.7
1937-04-30,Night Must Fall,7.6
1940-08-31,Night Train to Munich,7.1
1949-09-28,Pinky,7.7
1967-02-07,Tobruk,5.8
1970-05-02,Nora-neko rokku: Onna banchô,5.7
2009-09-16,Solomon Kane,5.6
1941-05-30,Blood and Sand,6.1
2010-04-28,Iron Man 2,6.6
2009-10-10,Levanon,6.1
1945-10-24,Johnny Angel,5.1
1943-10-18,The Dark Tower,7.0
2010-04-09,Reindeerspotting - Escape From Santaland,6.6
2010-06-04,Marmaduke,5.0
2010-05-21,MacGruber,5.1
2010-01-01,Ca$h,6.0
2004-12-08,Les Dalton,3.8
2002-07-09,쓰리,5.9
1985-09-18,3 hommes et un couffin,6.4
2004-03-25,Kad porastem biću kengur,9.0
2008-08-02,Sukai kurora,6.7
2004-11-17,La demoiselle d'honneur,6.2
2003-11-25,L'Esquive,7.5
1991-03-21,Homo Faber,6.2
1974-08-28,Dead of Night,6.4
1976-09-30,Mannen på taket,6.5
2009-05-20,Fuk sau,6.1
2006-01-01,疯狂的石头,6.9
2006-12-12,Living Death,3.8
1953-11-23,Three Sailors and a Girl,7.0
1960-03-05,The 3rd Voice,6.3
1994-01-01,みんな　やってるか!,4.6
2008-06-29,Bitten,5.8
2009-01-15,Big River Man,7.8
1966-03-16,7 dollari sul rosso,4.5
1936-06-06,Aces and Eights,6.0
2009-06-26,Virtuality,4.9
1969-08-27,Otoko wa tsurai yo,7.0
2009-09-11,The Good Heart,6.0
2009-09-24,Cargo,5.9
2010-04-30,A Nightmare on Elm Street,5.5
2010-05-07,Four Lions,7.1
2004-09-25,くりいむレモン,0.0
1977-09-27,Bobby Deerfield,6.0
2008-10-14,Diario de una ninfómana,5.5
2008-06-13,"Lord, Save Us from Your Followers",0.0
2010-04-30,Gunless,6.7
2010-04-02,Furry Vengeance,4.6
2009-09-01,The Shock Doctrine,6.6
2008-01-01,Zenzen daijobu,7.0
2010-05-27,Armadillo,7.0
1943-06-24,Stage Door Canteen,6.3
2010-04-14,You Don't Know Jack,6.9
2009-12-18,St Trinian's 2: The Legend of Fritton's Gold,5.4
2009-09-12,The Disappearance of Alice Creed,6.4
1997-08-17,12 Angry Men,7.5
2004-01-01,Kaidan Shin Mimibukuro: Gekijô-ban,5.5
2010-05-12,Robin Hood,6.2
1968-04-03,L'Enfance nue,6.4
2002-02-01,Kuutamolla,6.0
2010-03-05,Kohtaamisia,6.2
1953-10-06,Little Fugitive,7.3
2009-08-06,Merantau,6.2
1974-06-08,Gold,5.5
1955-12-25,I'll Cry Tomorrow,4.7
2009-05-04,Det røde kapel,6.6
1988-06-03,American Gothic,5.8
1935-11-21,東京の宿,6.0
1964-04-02,The Chalk Garden,5.5
1944-12-31,Hollywood Canteen,6.5
2009-01-20,Stingray Sam,5.8
2006-07-21,In a Dark Place,3.4
2009-08-21,Art & Copy,7.0
2009-07-01,Harishchandrachi Factory,6.3
2000-06-14,Bonhoeffer: Agent of Grace,7.5
2009-03-12,Love the Beast,6.5
2007-12-15,Must Read After My Death,7.3
2008-05-20,Johnny Mad Dog,6.8
2008-06-04,文雀,6.4
1952-03-01,Rancho Notorious,6.2
2003-09-12,Отец и сын,5.0
1979-12-21,Scavenger Hunt,5.9
2007-05-21,Déficit,5.8
2006-06-15,비열한 거리,6.7
2000-10-20,O Fantasma,5.9
1970-12-20,Peau d'âne,7.6
2001-12-28,Minä ja Morrison,4.8
2002-02-14,கன்னத்தில் முத்தமிட்டாள்,7.4
2006-09-29,Beş Vakit,7.8
2008-08-08,Adam Resurrected,6.4
2010-02-16,Halo Legends,6.9
2000-12-07,式日,7.5
2009-01-01,Stoic,5.3
2009-07-14,Dread,5.6
2010-04-14,Cemetery Junction,6.6
2003-06-27,Hell's Highway: The True Story of Highway Safety Films,7.0
2010-12-27,Blue Valentine,6.9
2010-06-04,Killers,5.7
1975-08-19,Otoko wa tsurai yo: Torajiro aiaigasa,0.0
1971-12-29,Otoko wa tsurai yo: Torajiro koiuta,0.0
1994-11-10,Esa ja Vesa – auringonlaskun ratsastajat,6.5
1921-12-01,The Adventures of Tarzan,0.0
1971-10-13,The Velvet Vampire,3.9
2004-12-18,Puppet Master vs Demonic Toys,2.7
2004-05-04,Ween: Live in Chicago,10.0
1998-04-11,Sada　戯作・阿部定の生涯,7.0
1943-03-20,Aerial Gunner,0.0
1942-09-01,Panama Hattie,0.0
1939-05-05,Lucky Night,5.5
1971-04-01,La Folie des grandeurs,7.5
1980-08-07,Antropophagus,5.2
2010-06-15,Death and Cremation,5.8
2010-09-24,Buried,6.6
2009-05-29,Sleep Furiously,5.3
1925-08-01,Parisian Love,0.0
1964-05-01,Girl with Green Eyes,7.5
2009-01-22,Pintu Terlarang,7.7
2009-09-01,Apan,6.0
2006-12-24,Life After Tomorrow,0.0
2007-09-28,Shake Hands With the Devil,7.0
2010-05-19,Prince of Persia: The Sands of Time,6.2
1955-11-07,Artists and Models,6.9
2010-01-22,Please Give,6.0
2006-09-23,Peter & the Wolf,6.7
1970-01-01,Hoffman,8.0
2010-02-09,Su Qi-Er,6.2
2009-10-30,The Reeds,4.8
2009-11-05,Ligeia,3.7
2009-06-16,Supermen of Malegaon,0.0
2009-09-02,Baarìa,7.1
1989-05-17,Reunion,5.0
1964-11-09,À Meia Noite Levarei Sua Alma,5.7
2003-11-17,Ricky Gervais Live: Animals,7.5
2004-11-15,Ricky Gervais Live 2: Politics,7.5
2006-12-12,The Wedding Weekend,3.8
1931-08-15,東京の合唱,6.7
2010-05-26,Sex and the City 2,5.5
1972-07-20,Young Winston,7.0
1950-09-01,The Black Rose,6.9
1952-05-09,The Sniper,6.7
2009-01-01,Firaaq,5.0
1975-02-14,Chhoti Si Baat,6.1
2008-01-01,Il passato è una terra straniera,6.2
2009-01-19,Brief Interviews with Hideous Men,5.1
2010-06-04,Get Him to the Greek,5.9
2009-07-31,Snarveien,5.4
2010-06-14,Unthinkable,6.7
1977-06-08,The Other Side of Midnight,5.6
1928-09-01,Our Dancing Daughters,7.5
1983-02-19,Betrayal,6.4
1936-09-03,Romeo and Juliet,5.8
2010-04-20,The Drawn Together Movie: The Movie!,6.4
1974-02-22,It's Good to Be Alive,7.5
2010-01-13,Friendship!,6.6
2010-04-23,The Back-Up Plan,5.7
2009-10-06,Splice,5.5
2009-05-29,Amintiri din epoca de aur,6.5
1990-01-24,Milou en Mai,6.4
1992-01-01,Conte d'hiver,6.9
1985-01-23,"Je vous salue, Marie",6.9
2009-05-14,Kasi az gorbehaye irani khabar nadareh,6.5
2010-04-22,Утомленные солнцем 2: Предстоящие,5.0
1965-05-01,The Knack... and How to Get It,6.3
2007-01-01,El Greco,5.2
2008-06-16,Adulthood,6.0
2010-05-14,Letters to Juliet,6.6
2009-10-14,The Descent: Part 2,6.0
2010-06-08,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,3.2
1968-01-05,Reconstituirea,5.0
2008-09-12,La belle personne,6.5
2007-06-05,Русалка,6.3
2007-01-01,American Fork,6.3
1956-09-05,Gervaise,6.0
2009-01-01,Wonderful World,5.5
2008-10-01,آواز گنجشک‌ها,6.9
2009-06-19,Exam,6.6
1969-01-01,Yuke yuke nidome no shojo,6.9
1994-12-12,Koridorius,4.8
1940-09-14,No Time for Comedy,6.0
2008-01-17,How to Be,5.0
1923-02-17,La Roue,7.0
2000-03-25,Uzel,0.0
1981-10-25,Bodas de sangre,7.3
1944-05-28,It Happened Tomorrow,5.8
2007-01-25,Salaam-E-Ishq,5.7
2010-01-15,Chance Pe Dance,4.7
1971-10-18,Bless the Beasts & Children,8.8
1930-10-05,Whoopee!,5.0
1940-01-03,Dr. Ehrlich's Magic Bullet,5.5
1951-08-27,The House on Telegraph Hill,5.5
2007-11-16,How About You...,6.2
1957-08-02,Edge of the City,6.4
2009-12-26,No Greater Love,5.0
2008-09-10,Anonyma - Eine Frau in Berlin,6.7
2009-02-01,Talhotblond,6.5
2009-01-01,Godspeed,4.0
1942-05-21,Tortilla Flat,5.4
1950-07-12,Three Little Words,5.0
2010-06-18,Jonah Hex,4.5
2010-06-10,The A-Team,6.2
1962-11-01,Gigot,8.5
2009-03-06,Dhoondte Reh Jaoge,4.3
1965-12-15,Othello,6.1
2010-06-16,Toy Story 3,7.6
2010-01-25,Joan Rivers: A Piece of Work,6.7
1951-09-21,No Highway in the Sky,5.9
1949-12-22,"East Side, West Side",7.8
2009-07-31,À Deriva,5.9
2009-11-11,À l'origine,6.2
1993-10-31,The Halloween Tree,6.1
2007-11-12,Ricky Gervais Live 3: Fame,6.7
2009-10-29,Aladin,5.9
2010-06-11,Winter's Bone,6.8
2010-03-31,Tell-Tale,5.8
2006-05-23,Drama/Mex,4.0
2008-09-26,비몽,6.2
2009-05-16,Ne te retourne pas,5.8
1975-06-06,Mandingo,6.0
1999-12-10,Mayıs Sıkıntısı,6.8
1968-03-22,Les Biches,5.4
1968-04-02,The Scalphunters,5.7
1991-05-07,Nekromantik 2,5.3
2000-02-19,플란다스의 개,6.2
1917-01-29,Terje Vigen,6.6
2008-10-06,Shark in Venice,4.5
2010-05-09,Casino Jack and the United States of Money,7.3
2009-12-04,Täällä Pohjantähden alla,6.8
2010-05-16,Shrek Forever After,6.0
2009-02-07,The Open Road,4.8
2009-11-04,Magic Man,2.5
